magnitude,placename,time
1.26,"18km ESE of Anza, CA",05 Feb 2017 12:40 am
1.26,"25km NW of Ivins, Utah",12 Feb 2017 04:22 pm
1.26,"23km SSE of Avenal, California",12 Feb 2017 09:03 pm
1.26,"8km E of Clearlake Oaks, California",13 Feb 2017 10:10 pm
1.26,"0km ESE of The Geysers, California",14 Feb 2017 09:05 am
1.26,"2km SSW of Woodway, Washington",14 Feb 2017 12:57 pm
1.26,"13km NW of Big Bear Lake, CA",17 Feb 2017 08:05 am
1.26,"10km ENE of Coso Junction, CA",19 Feb 2017 12:53 am
1.26,"10km NNW of Big Bear City, CA",21 Feb 2017 08:54 am
1.26,"6km SSW of Mammoth Lakes, California",22 Feb 2017 10:54 pm
1.26,"3km NNW of Hollister, California",23 Feb 2017 12:14 am
1.26,"6km NW of The Geysers, California",25 Feb 2017 04:02 am
1.26,"15km NE of Upper Lake, California",26 Feb 2017 06:19 am
1.26,"8km SSE of Ocotillo, CA",27 Feb 2017 02:56 am
1.26,"2km NW of The Geysers, California",27 Feb 2017 01:38 pm
1.25,"6km SW of Volcano, Hawaii",31 Jan 2017 04:41 pm
1.25,"20km NNE of Ojai, CA",31 Jan 2017 06:10 pm
1.25,"6km SW of Volcano, Hawaii",01 Feb 2017 06:23 am
1.25,"2km N of Colton, CA",02 Feb 2017 05:22 pm
1.25,"5km NW of The Geysers, California",08 Feb 2017 12:19 pm
1.25,"6km ESE of Mammoth Lakes, California",11 Feb 2017 01:09 pm
1.25,"2km NNE of The Geysers, California",12 Feb 2017 07:42 am
1.25,"5km NNE of Sweet Home, Oregon",13 Feb 2017 01:19 pm
1.25,"11km ESE of Mammoth Lakes, California",13 Feb 2017 04:16 pm
1.25,"30km WNW of West Yellowstone, Montana",17 Feb 2017 01:53 am
1.25,"3km S of Loyola, California",23 Feb 2017 12:33 pm
1.25,"13km SSW of Cle Elum, Washington",26 Feb 2017 08:13 pm
1.25,"39km E of Pablo, Montana",27 Feb 2017 01:24 am
1.24,"15km SE of Pahala, Hawaii",02 Feb 2017 11:34 am
1.24,"12km S of Big Bear Lake, CA",07 Feb 2017 08:21 am
1.24,"6km W of Townsend, Montana",08 Feb 2017 11:14 am
1.24,"6km NW of The Geysers, California",09 Feb 2017 07:25 am
1.24,"11km ESE of Ocotillo, CA",09 Feb 2017 07:56 am
1.24,"23km NW of Ocotillo, CA",11 Feb 2017 09:22 am
1.24,"2km SSE of West Yellowstone, Montana",12 Feb 2017 04:50 pm
1.24,"13km SE of Little Lake, CA",14 Feb 2017 06:12 am
1.24,"6km SW of Volcano, Hawaii",15 Feb 2017 11:42 am
1.24,"3km NW of Cabazon, CA",17 Feb 2017 12:15 am
1.24,"22km NE of Honaunau-Napoopoo, Hawaii",21 Feb 2017 01:59 am
1.24,"9km WNW of The Geysers, California",22 Feb 2017 02:26 am
1.24,"8km NNE of Beaumont, CA",22 Feb 2017 09:13 am
1.24,"7km N of Big Bear City, CA",23 Feb 2017 01:07 am
1.24,"1km NW of The Geysers, California",23 Feb 2017 04:01 pm
1.23,"8km NW of Friday Harbor, Washington",01 Feb 2017 12:47 am
1.23,"19km ENE of Thousand Palms, CA",03 Feb 2017 08:47 pm
1.23,"4km W of Cobb, California",09 Feb 2017 10:03 am
1.23,"5km SSW of Mojave, CA",10 Feb 2017 03:14 pm
1.23,"6km SSW of Pearblossum, CA",10 Feb 2017 07:41 pm
1.23,"24km WSW of Coalinga, California",14 Feb 2017 03:32 pm
1.23,"13km SSE of Home Gardens, CA",16 Feb 2017 03:46 pm
1.23,"0km SE of Ashland, California",20 Feb 2017 03:17 am
1.23,"13km SSE of Bodfish, CA",24 Feb 2017 02:04 am
1.23,"21km NE of Old Faithful Geyser, Wyoming",24 Feb 2017 01:33 pm
1.23,"16km NE of Little Lake, CA",28 Feb 2017 03:00 pm
1.22,"6km SSE of Volcano, Hawaii",04 Feb 2017 10:18 pm
1.22,"13km W of Mojave, CA",08 Feb 2017 10:48 am
1.22,"3km WNW of Ridgely, Tennessee",08 Feb 2017 02:00 pm
1.22,"13km SSW of Borrego Springs, CA",09 Feb 2017 03:43 pm
1.22,"7km SW of Volcano, Hawaii",18 Feb 2017 06:39 pm
1.22,"50km SE of Park Valley, Utah",23 Feb 2017 06:29 pm
1.22,"37km NE of Big Bear City, CA",28 Feb 2017 09:02 am
1.21,"33km N of Beaver, Utah",01 Feb 2017 10:44 pm
1.21,"24km SSW of Nephi, Utah",02 Feb 2017 08:44 am
1.21,"21km SSE of Mammoth Lakes, California",03 Feb 2017 12:14 pm
1.21,"27km E of Coso Junction, CA",04 Feb 2017 10:13 am
1.21,"5km NNW of Mullan, Idaho",04 Feb 2017 05:06 pm
1.21,"6km ENE of Imperial, CA",05 Feb 2017 10:50 pm
1.21,"21km E of Honaunau-Napoopoo, Hawaii",06 Feb 2017 10:54 pm
1.21,"11km ESE of East Foothills, California",08 Feb 2017 07:21 pm
1.21,"12km WNW of Templeton, California",10 Feb 2017 11:00 am
1.21,"7km SW of Volcano, Hawaii",10 Feb 2017 03:08 pm
1.21,"21km ESE of Bodfish, CA",10 Feb 2017 09:44 pm
1.21,"21km NE of Soledad, California",12 Feb 2017 03:57 pm
1.21,"9km NW of Tiptonville, Tennessee",13 Feb 2017 01:09 am
1.21,"7km SW of Volcano, Hawaii",18 Feb 2017 06:39 pm
1.21,"5km WNW of Cobb, California",19 Feb 2017 06:12 pm
1.21,"10km NW of Grapevine, CA",22 Feb 2017 08:41 am
1.21,"34km NNE of Amboy, Washington",22 Feb 2017 12:05 pm
1.21,"19km SSE of Mammoth Lakes, California",27 Feb 2017 07:53 am
1.21,"6km SSE of Lilbourn, Missouri",28 Feb 2017 02:38 am
1.21,"6km ESE of Escondido, CA",28 Feb 2017 03:13 pm
1.21,"28km W of Cle Elum, Washington",01 Mar 2017 06:07 pm
1.2,"28km ENE of Bridgeport, California",31 Jan 2017 02:30 am
1.2,"52km N of Valdez, Alaska",31 Jan 2017 03:21 am
1.2,"59km NW of Nikiski, Alaska",31 Jan 2017 12:45 pm
1.2,"28km SW of Hawthorne, Nevada",31 Jan 2017 01:12 pm
1.2,"28km WSW of Hawthorne, Nevada",31 Jan 2017 01:29 pm
1.2,"43km WSW of Cantwell, Alaska",31 Jan 2017 05:40 pm
1.2,"17km NNW of Currant, Nevada",31 Jan 2017 08:09 pm
1.2,"22km NNE of Hawthorne, Nevada",31 Jan 2017 09:14 pm
1.2,"97km NNW of Nikiski, Alaska",31 Jan 2017 09:17 pm
1.2,"24km N of Healy, Alaska",31 Jan 2017 09:33 pm
1.2,"56km NW of Ester, Alaska",31 Jan 2017 11:08 pm
1.2,"10km NW of Willow, Alaska",01 Feb 2017 02:27 am
1.2,"12km E of Fernley, Nevada",01 Feb 2017 02:43 am
1.2,"7km ENE of Gerlach-Empire, Nevada",01 Feb 2017 06:44 am
1.2,"7km ENE of Gerlach-Empire, Nevada",01 Feb 2017 06:46 am
1.2,"5km W of Y, Alaska",01 Feb 2017 11:34 am
1.2,"29km NE of Y, Alaska",01 Feb 2017 01:02 pm
1.2,"102km NNW of Yakutat, Alaska",01 Feb 2017 05:39 pm
1.2,"1km NNE of Sun Valley, Nevada",01 Feb 2017 07:03 pm
1.2,"27km SW of Hawthorne, Nevada",01 Feb 2017 08:07 pm
1.2,"76km ENE of Cape Yakataga, Alaska",01 Feb 2017 09:16 pm
1.2,"46km N of Valdez, Alaska",01 Feb 2017 10:13 pm
1.2,"157km WNW of Haines Junction, Canada",02 Feb 2017 12:00 am
1.2,"128km NNW of Kodiak Station, Alaska",02 Feb 2017 01:36 am
1.2,"127km SSE of Old Iliamna, Alaska",02 Feb 2017 06:36 am
1.2,"22km N of North Nenana, Alaska",02 Feb 2017 09:22 am
1.2,"118km W of Cantwell, Alaska",02 Feb 2017 10:39 am
1.2,"92km W of Cantwell, Alaska",02 Feb 2017 01:41 pm
1.2,"129km NW of Arctic Village, Alaska",02 Feb 2017 06:47 pm
1.2,"28km WSW of Hawthorne, Nevada",03 Feb 2017 10:09 am
1.2,"16km ENE of Sutton-Alpine, Alaska",03 Feb 2017 03:42 pm
1.2,"34km SSE of Redoubt Volcano, Alaska",03 Feb 2017 04:57 pm
1.2,"42km SW of Talkeetna, Alaska",03 Feb 2017 07:53 pm
1.2,"19km NW of Anchor Point, Alaska",03 Feb 2017 09:46 pm
1.2,"30km SW of Hawthorne, Nevada",04 Feb 2017 01:49 am
1.2,"88km WSW of Cantwell, Alaska",04 Feb 2017 02:01 am
1.2,"28km WSW of Hawthorne, Nevada",04 Feb 2017 02:37 am
1.2,"100km NNW of Nikiski, Alaska",04 Feb 2017 04:33 am
1.2,"30km NNW of Nikiski, Alaska",04 Feb 2017 05:39 am
1.2,"62km W of Willow, Alaska",04 Feb 2017 05:49 am
1.2,"92km W of Willow, Alaska",04 Feb 2017 09:25 am
1.2,"0km NNW of Sun Valley, Nevada",04 Feb 2017 01:00 pm
1.2,"84km NE of Cape Yakataga, Alaska",04 Feb 2017 02:44 pm
1.2,"30km SW of Hawthorne, Nevada",04 Feb 2017 06:28 pm
1.2,"22km W of Kalifornsky, Alaska",04 Feb 2017 07:06 pm
1.2,"62km E of Whittier, Alaska",05 Feb 2017 03:28 am
1.2,"112km NW of Talkeetna, Alaska",05 Feb 2017 10:13 am
1.2,"29km SW of Hawthorne, Nevada",05 Feb 2017 05:24 pm
1.2,"98km NNW of Talkeetna, Alaska",05 Feb 2017 05:59 pm
1.2,"182km NNE of Cape Yakataga, Alaska",05 Feb 2017 09:10 pm
1.2,"67km NNW of Nikiski, Alaska",05 Feb 2017 10:35 pm
1.2,"40km W of Cantwell, Alaska",05 Feb 2017 11:21 pm
1.2,"27km SW of Hawthorne, Nevada",06 Feb 2017 01:06 am
1.2,"8km ESE of Mammoth Lakes, California",06 Feb 2017 03:21 am
1.2,"182km NNE of Cape Yakataga, Alaska",06 Feb 2017 07:41 am
1.2,"63km NE of Sutton-Alpine, Alaska",06 Feb 2017 08:26 am
1.2,"41km N of Yakutat, Alaska",06 Feb 2017 01:02 pm
1.2,"29km ENE of Bridgeport, California",06 Feb 2017 03:04 pm
1.2,"9km ENE of Anchor Point, Alaska",06 Feb 2017 07:38 pm
1.2,"30km SW of Hawthorne, Nevada",06 Feb 2017 08:13 pm
1.2,"85km NW of Talkeetna, Alaska",06 Feb 2017 08:30 pm
1.2,"64km W of Healy, Alaska",06 Feb 2017 08:57 pm
1.2,"61km S of Deltana, Alaska",06 Feb 2017 10:32 pm
1.2,"104km WSW of Talkeetna, Alaska",07 Feb 2017 03:11 am
1.2,"29km WSW of Hawthorne, Nevada",07 Feb 2017 03:41 am
1.2,"65km NE of Whittier, Alaska",07 Feb 2017 03:43 am
1.2,"30km SW of Hawthorne, Nevada",07 Feb 2017 04:14 am
1.2,"29km N of Nikiski, Alaska",07 Feb 2017 04:14 am
1.2,"91km W of Willow, Alaska",07 Feb 2017 05:31 am
1.2,"26km WSW of Hawthorne, Nevada",07 Feb 2017 06:20 am
1.2,"1km WNW of Sun Valley, Nevada",07 Feb 2017 06:52 am
1.2,"37km NE of Redoubt Volcano, Alaska",07 Feb 2017 06:54 am
1.2,"61km WNW of Willow, Alaska",07 Feb 2017 07:31 am
1.2,"63km SE of Old Iliamna, Alaska",07 Feb 2017 09:13 am
1.2,"15km NNW of Willow, Alaska",07 Feb 2017 10:23 am
1.2,"28km SW of Hawthorne, Nevada",07 Feb 2017 11:30 am
1.2,"88km WSW of Talkeetna, Alaska",07 Feb 2017 12:50 pm
1.2,"56km ESE of Whittier, Alaska",07 Feb 2017 03:13 pm
1.2,"28km SW of Hawthorne, Nevada",07 Feb 2017 06:50 pm
1.2,"72km WSW of Larsen Bay, Alaska",07 Feb 2017 06:53 pm
1.2,"31km ENE of Yerington, Nevada",07 Feb 2017 10:02 pm
1.2,"39km W of Anchor Point, Alaska",08 Feb 2017 05:55 am
1.2,"28km SSW of Hawthorne, Nevada",08 Feb 2017 06:36 am
1.2,"29km WNW of Anchorage, Alaska",08 Feb 2017 06:47 am
1.2,"1km WNW of Circle Hot Springs Station, Alaska",08 Feb 2017 08:54 am
1.2,"58km WNW of Cantwell, Alaska",08 Feb 2017 10:13 am
1.2,"40km ENE of Redoubt Volcano, Alaska",08 Feb 2017 10:34 am
1.2,"139km ESE of McGrath, Alaska",08 Feb 2017 12:36 pm
1.2,"9km SSW of Fritz Creek, Alaska",08 Feb 2017 05:32 pm
1.2,"78km WSW of Cantwell, Alaska",08 Feb 2017 08:40 pm
1.2,"92km SW of Old Crow, Canada",08 Feb 2017 09:43 pm
1.2,"67km WSW of Big Lake, Alaska",08 Feb 2017 10:30 pm
1.2,"11km NNE of Houston, Alaska",09 Feb 2017 01:27 am
1.2,"80km WNW of Talkeetna, Alaska",09 Feb 2017 04:00 am
1.2,"71km SSE of McGrath, Alaska",09 Feb 2017 07:09 am
1.2,"18km SW of North Nenana, Alaska",09 Feb 2017 01:14 pm
1.2,"35km SE of Beatty, Nevada",09 Feb 2017 07:00 pm
1.2,"35km ESE of Sutton-Alpine, Alaska",09 Feb 2017 08:42 pm
1.2,"36km ESE of Sutton-Alpine, Alaska",09 Feb 2017 08:50 pm
1.2,"29km NE of Nikiski, Alaska",09 Feb 2017 09:21 pm
1.2,"101km NNW of Larsen Bay, Alaska",09 Feb 2017 11:32 pm
1.2,"49km ENE of Yakutat, Alaska",09 Feb 2017 11:51 pm
1.2,"67km W of Talkeetna, Alaska",10 Feb 2017 03:17 am
1.2,"52km W of Talkeetna, Alaska",10 Feb 2017 09:41 am
1.2,"7km NNW of Anchorage, Alaska",10 Feb 2017 10:36 am
1.2,"10km NW of Amboy, Washington",10 Feb 2017 02:50 pm
1.2,"27km S of Smith Valley, Nevada",10 Feb 2017 04:15 pm
1.2,"5km ENE of Big Lake, Alaska",10 Feb 2017 05:06 pm
1.2,"73km E of Sutton-Alpine, Alaska",10 Feb 2017 05:50 pm
1.2,"88km WSW of Cantwell, Alaska",11 Feb 2017 05:47 am
1.2,"39km NW of Nikiski, Alaska",11 Feb 2017 07:00 am
1.2,"6km NNE of Cabazon, CA",11 Feb 2017 08:50 am
1.2,"30km SW of Hawthorne, Nevada",11 Feb 2017 11:15 am
1.2,"55km SW of Cantwell, Alaska",11 Feb 2017 11:30 am
1.2,"75km N of Nikiski, Alaska",11 Feb 2017 05:07 pm
1.2,"120km W of Cantwell, Alaska",11 Feb 2017 06:21 pm
1.2,"33km S of Cantwell, Alaska",11 Feb 2017 09:22 pm
1.2,"30km SW of Hawthorne, Nevada",11 Feb 2017 10:26 pm
1.2,"92km W of Cantwell, Alaska",11 Feb 2017 10:53 pm
1.2,"12km ESE of Silver Springs, Nevada",12 Feb 2017 02:25 am
1.2,"6km W of Cobb, California",12 Feb 2017 04:09 am
1.2,"61km WSW of Talkeetna, Alaska",12 Feb 2017 05:48 am
1.2,"8km NNW of Truckee, California",12 Feb 2017 06:29 am
1.2,"18km NW of Nikiski, Alaska",12 Feb 2017 08:24 am
1.2,"26km WSW of Hawthorne, Nevada",12 Feb 2017 10:53 am
1.2,"4km ESE of Big Lake, Alaska",12 Feb 2017 02:04 pm
1.2,"63km NNW of Talkeetna, Alaska",12 Feb 2017 03:29 pm
1.2,"27km SSW of Pahrump, Nevada",12 Feb 2017 09:38 pm
1.2,"39km W of Big Lake, Alaska",12 Feb 2017 10:03 pm
1.2,"64km NE of Y, Alaska",13 Feb 2017 03:24 am
1.2,"138km NW of Talkeetna, Alaska",13 Feb 2017 03:40 am
1.2,"29km SW of Hawthorne, Nevada",13 Feb 2017 05:02 am
1.2,"6km NW of The Geysers, California",13 Feb 2017 05:26 am
1.2,"44km NW of Willow, Alaska",13 Feb 2017 11:02 am
1.2,"24km NW of Nellis Air Force Base, Nevada",13 Feb 2017 01:27 pm
1.2,"69km SE of Hawthorne, Nevada",13 Feb 2017 02:03 pm
1.2,"11km ENE of Cabazon, CA",13 Feb 2017 09:07 pm
1.2,"110km NW of Talkeetna, Alaska",14 Feb 2017 12:30 am
1.2,"11km SSW of Y, Alaska",14 Feb 2017 02:15 am
1.2,"29km ENE of Bridgeport, California",14 Feb 2017 04:34 am
1.2,"8km SW of Little Lake, CA",14 Feb 2017 09:56 am
1.2,"28km WSW of Hawthorne, Nevada",14 Feb 2017 01:14 pm
1.2,"107km W of Cantwell, Alaska",14 Feb 2017 01:47 pm
1.2,"27km WNW of Valdez, Alaska",14 Feb 2017 08:09 pm
1.2,"92km WNW of Haines Junction, Canada",14 Feb 2017 08:15 pm
1.2,"24km ESE of Y, Alaska",15 Feb 2017 03:27 am
1.2,"6km WNW of Pahala, Hawaii",15 Feb 2017 03:29 am
1.2,"52km WNW of Willow, Alaska",15 Feb 2017 05:32 am
1.2,"21km ESE of Anza, CA",15 Feb 2017 07:24 am
1.2,"1km SSW of Sun Valley, Nevada",15 Feb 2017 08:31 am
1.2,"6km ENE of Borrego Springs, CA",15 Feb 2017 10:21 am
1.2,"35km NNE of Nikiski, Alaska",15 Feb 2017 04:41 pm
1.2,"29km WSW of Hawthorne, Nevada",15 Feb 2017 05:37 pm
1.2,"5km WNW of Cobb, California",15 Feb 2017 10:57 pm
1.2,"55km ENE of Sutton-Alpine, Alaska",16 Feb 2017 05:07 am
1.2,"16km NE of Little Lake, CA",16 Feb 2017 08:06 am
1.2,"42km N of Valdez, Alaska",16 Feb 2017 01:35 pm
1.2,"50km NNE of Yakutat, Alaska",16 Feb 2017 04:07 pm
1.2,"27km WSW of Hawthorne, Nevada",16 Feb 2017 08:38 pm
1.2,"101km WNW of Talkeetna, Alaska",16 Feb 2017 09:38 pm
1.2,"97km NNW of Talkeetna, Alaska",16 Feb 2017 11:42 pm
1.2,"21km SE of Smith, Nevada",17 Feb 2017 04:07 pm
1.2,"79km ENE of Cantwell, Alaska",17 Feb 2017 04:35 pm
1.2,"149km W of Healy, Alaska",17 Feb 2017 08:00 pm
1.2,"23km NNW of Fritz Creek, Alaska",17 Feb 2017 08:53 pm
1.2,"58km NNE of Sutton-Alpine, Alaska",17 Feb 2017 10:06 pm
1.2,"46km NE of Redoubt Volcano, Alaska",17 Feb 2017 10:35 pm
1.2,"18km W of Kalifornsky, Alaska",18 Feb 2017 12:15 am
1.2,"24km NE of Willow, Alaska",18 Feb 2017 01:03 am
1.2,"54km WSW of Willow, Alaska",18 Feb 2017 02:01 am
1.2,"89km WSW of Cantwell, Alaska",18 Feb 2017 02:18 am
1.2,"4km WSW of Tahoe Vista, California",18 Feb 2017 05:33 am
1.2,"77km W of Cantwell, Alaska",18 Feb 2017 07:30 am
1.2,"29km WSW of Hawthorne, Nevada",18 Feb 2017 07:41 am
1.2,"19km SE of Cohoe, Alaska",18 Feb 2017 08:55 am
1.2,"45km W of Nikiski, Alaska",18 Feb 2017 11:11 am
1.2,"76km N of College, Alaska",18 Feb 2017 11:15 am
1.2,"116km SE of Old Iliamna, Alaska",18 Feb 2017 05:56 pm
1.2,"5km S of Volcano, Hawaii",18 Feb 2017 08:05 pm
1.2,"5km ESE of Alum Rock, California",18 Feb 2017 09:00 pm
1.2,"67km NNE of Yakutat, Alaska",18 Feb 2017 11:36 pm
1.2,"14km SSW of Talkeetna, Alaska",19 Feb 2017 01:04 am
1.2,"25km NNW of Beaver Dam, Arizona",19 Feb 2017 01:19 am
1.2,"79km W of Cantwell, Alaska",19 Feb 2017 06:20 am
1.2,"28km NW of Valdez, Alaska",19 Feb 2017 08:37 am
1.2,"29km NNE of Fritz Creek, Alaska",19 Feb 2017 10:43 am
1.2,"42km WSW of Whittier, Alaska",19 Feb 2017 10:50 am
1.2,"7km NNE of Westmorland, CA",19 Feb 2017 11:54 am
1.2,"59km NNW of Nikiski, Alaska",19 Feb 2017 12:16 pm
1.2,"93km WNW of Cantwell, Alaska",19 Feb 2017 10:20 pm
1.2,"43km ESE of Bridgeport, California",19 Feb 2017 10:21 pm
1.2,"1km WSW of Sparks, Nevada",20 Feb 2017 11:18 am
1.2,"2km NW of The Geysers, California",20 Feb 2017 05:09 pm
1.2,"79km W of Cantwell, Alaska",20 Feb 2017 10:18 pm
1.2,"53km N of Valdez, Alaska",20 Feb 2017 11:07 pm
1.2,"23km SW of Big Lake, Alaska",21 Feb 2017 01:06 am
1.2,"72km NNW of Talkeetna, Alaska",21 Feb 2017 02:33 pm
1.2,"120km WSW of Talkeetna, Alaska",21 Feb 2017 03:17 pm
1.2,"28km WSW of Hawthorne, Nevada",21 Feb 2017 04:08 pm
1.2,"82km E of Cantwell, Alaska",21 Feb 2017 07:01 pm
1.2,"70km W of Valdez, Alaska",21 Feb 2017 11:11 pm
1.2,"94km W of Cantwell, Alaska",22 Feb 2017 01:40 am
1.2,"94km W of Cantwell, Alaska",22 Feb 2017 04:08 am
1.2,"183km E of Chitina, Alaska",22 Feb 2017 05:41 am
1.2,"28km WSW of Hawthorne, Nevada",22 Feb 2017 06:12 am
1.2,"26km WSW of Hawthorne, Nevada",22 Feb 2017 09:59 am
1.2,"126km NNW of Kodiak Station, Alaska",22 Feb 2017 03:26 pm
1.2,"48km ESE of Sutton-Alpine, Alaska",22 Feb 2017 03:26 pm
1.2,"46km SW of Cantwell, Alaska",22 Feb 2017 08:54 pm
1.2,"54km S of Cantwell, Alaska",23 Feb 2017 01:15 am
1.2,"8km ENE of San Martin, California",23 Feb 2017 04:16 am
1.2,"44km SW of Valdez, Alaska",23 Feb 2017 04:20 am
1.2,"67km NW of Valdez, Alaska",23 Feb 2017 05:23 am
1.2,"49km W of Valdez, Alaska",23 Feb 2017 08:11 am
1.2,"38km W of Talkeetna, Alaska",23 Feb 2017 08:19 am
1.2,"66km NNW of Talkeetna, Alaska",23 Feb 2017 12:06 pm
1.2,"55km WNW of Willow, Alaska",23 Feb 2017 12:27 pm
1.2,"107km NW of Talkeetna, Alaska",23 Feb 2017 03:13 pm
1.2,"27km SSE of Cantwell, Alaska",23 Feb 2017 03:34 pm
1.2,"30km WSW of Hawthorne, Nevada",23 Feb 2017 07:00 pm
1.2,"13km WNW of Belfair, Washington",23 Feb 2017 11:13 pm
1.2,"29km WSW of Hawthorne, Nevada",24 Feb 2017 08:56 pm
1.2,"32km SSW of Smith Valley, Nevada",24 Feb 2017 09:39 pm
1.2,"28km WSW of Hawthorne, Nevada",25 Feb 2017 12:44 am
1.2,"29km WSW of Hawthorne, Nevada",25 Feb 2017 01:57 am
1.2,"24km NNW of North Nenana, Alaska",25 Feb 2017 03:35 am
1.2,"30km SE of Bridgeport, California",25 Feb 2017 10:44 am
1.2,"18km NNW of Currant, Nevada",25 Feb 2017 07:56 pm
1.2,"27km WSW of Hawthorne, Nevada",26 Feb 2017 01:23 am
1.2,"6km WNW of The Geysers, California",26 Feb 2017 07:22 am
1.2,"30km E of Fallon, Nevada",26 Feb 2017 08:52 am
1.2,"19km WSW of Burney, California",26 Feb 2017 08:20 pm
1.2,"28km WSW of Hawthorne, Nevada",26 Feb 2017 08:51 pm
1.2,"49km NNE of Dixon Lane-Meadow Creek, California",27 Feb 2017 08:36 am
1.2,"55km WNW of Tonopah, Nevada",27 Feb 2017 01:30 pm
1.2,"20km NNE of Badger, Alaska",27 Feb 2017 04:06 pm
1.2,"29km ENE of Bridgeport, California",28 Feb 2017 06:10 am
1.2,"176km E of Chitina, Alaska",28 Feb 2017 04:13 pm
1.2,"178km E of Chitina, Alaska",28 Feb 2017 07:33 pm
1.2,"26km WSW of Manley Hot Springs, Alaska",01 Mar 2017 08:21 am
1.2,"22km NNE of Badger, Alaska",01 Mar 2017 04:08 pm
1.19,"4km ESE of The Geysers, California",01 Feb 2017 02:02 pm
1.19,"2km NNE of The Geysers, California",02 Feb 2017 07:12 am
1.19,"10km SW of Niland, CA",02 Feb 2017 12:10 pm
1.19,"38km NNE of Amboy, Washington",03 Feb 2017 01:36 am
1.19,"6km NW of The Geysers, California",04 Feb 2017 11:40 am
1.19,"12km S of Big Bear Lake, CA",05 Feb 2017 09:34 am
1.19,"6km NW of The Geysers, California",05 Feb 2017 07:43 pm
1.19,"4km NW of The Geysers, California",06 Feb 2017 11:50 pm
1.19,"3km ESE of The Geysers, California",08 Feb 2017 02:16 am
1.19,"5km WNW of The Geysers, California",08 Feb 2017 09:43 pm
1.19,"28km SW of Nephi, Utah",09 Feb 2017 07:52 am
1.19,"13km WNW of Searles Valley, CA",09 Feb 2017 11:06 am
1.19,"22km ESE of King City, California",10 Feb 2017 06:54 am
1.19,"6km W of Cobb, California",12 Feb 2017 08:31 am
1.19,"13km SE of Lincoln, Montana",13 Feb 2017 07:16 am
1.19,"6km W of Cobb, California",14 Feb 2017 05:34 am
1.19,"8km SW of Little Lake, CA",14 Feb 2017 09:00 am
1.19,"8km SW of Little Lake, CA",14 Feb 2017 11:01 am
1.19,"9km ENE of Lebec, CA",15 Feb 2017 12:19 pm
1.19,"6km ESE of Mammoth Lakes, California",17 Feb 2017 10:45 pm
1.19,"5km S of Redlands, CA",18 Feb 2017 11:57 pm
1.19,"11km ESE of Gilroy, California",21 Feb 2017 06:29 am
1.19,"1km NW of Baldwin Hills, CA",22 Feb 2017 03:43 pm
1.19,"33km ENE of Oakhurst, California",25 Feb 2017 02:00 am
1.19,"6km W of Cobb, California",25 Feb 2017 04:16 am
1.19,"6km NW of The Geysers, California",26 Feb 2017 04:06 pm
1.19,"16km NNW of Ocotillo, CA",27 Feb 2017 03:31 am
1.19,"3km ESE of Home Gardens, CA",28 Feb 2017 02:31 pm
1.19,"6km SW of Volcano, Hawaii",01 Mar 2017 04:38 am
1.19,"5km WNW of Cobb, California",01 Mar 2017 04:12 pm
1.18,"5km SE of The Geysers, California",31 Jan 2017 02:29 pm
1.18,"15km NNE of Pahala, Hawaii",04 Feb 2017 05:54 am
1.18,"25km NE of Soledad, California",08 Feb 2017 02:03 am
1.18,"7km S of Cabazon, CA",09 Feb 2017 06:46 am
1.18,"8km NNE of Coso Junction, CA",09 Feb 2017 08:48 am
1.18,"3km SE of The Geysers, California",11 Feb 2017 05:37 am
1.18,"27km NNW of Shandon, California",11 Feb 2017 09:57 pm
1.18,"2km NW of The Geysers, California",15 Feb 2017 07:00 am
1.18,"7km E of Calimesa, CA",15 Feb 2017 05:09 pm
1.18,"5km WNW of Cobb, California",16 Feb 2017 11:31 am
1.18,"6km SE of Ocotillo, CA",16 Feb 2017 11:34 pm
1.18,"21km NE of Soledad, California",19 Feb 2017 09:54 pm
1.18,"25km SSE of Mammoth Lakes, California",20 Feb 2017 01:13 am
1.18,"6km S of Idyllwild, CA",20 Feb 2017 01:06 pm
1.18,"14km WNW of Belfair, Washington",22 Feb 2017 09:48 pm
1.18,"3km S of Loyola, California",24 Feb 2017 10:49 am
1.18,"2km SW of Cobb, California",24 Feb 2017 03:19 pm
1.18,"2km ENE of The Geysers, California",27 Feb 2017 11:53 pm
1.18,"9km NNE of Shasta Lake, California",01 Mar 2017 12:05 pm
1.17,"3km W of Cobb, California",31 Jan 2017 02:20 am
1.17,"7km NNW of Friday Harbor, Washington",01 Feb 2017 09:43 am
1.17,"17km SE of Mammoth Lakes, California",02 Feb 2017 06:03 pm
1.17,"21km NW of West Bishop, California",02 Feb 2017 11:28 pm
1.17,"9km ENE of Driggs, Idaho",03 Feb 2017 07:06 am
1.17,"9km WSW of Atascadero, California",05 Feb 2017 10:58 am
1.17,"2km NNW of Colton, CA",07 Feb 2017 07:53 pm
1.17,"3km SE of The Geysers, California",10 Feb 2017 10:42 am
1.17,"1km NE of The Geysers, California",11 Feb 2017 06:08 am
1.17,"3km NE of Mirrormont, Washington",11 Feb 2017 02:32 pm
1.17,"4km NNW of Lake Henshaw, CA",16 Feb 2017 09:10 pm
1.17,"15km SE of Mammoth Lakes, California",17 Feb 2017 12:53 pm
